trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;;
20234;American Express;Credito;Outros;364;334;14855;18907404;1145;5494602;;
20192;Elo;Debito;Outros;60453989;25731886;350946063;19705595082;0;0;;
20213;Hipercard;Credito;Empresarial;1700;1076;8685;4052564;1;0;;
20181;Elo;Debito;Basico Nacional;9658551;4308511;73764079;4509766088;0;0;;
20214;Elo;Credito;Intermediario;4085228;1381299;32718361;3666292839;24576;2239068;;
20201;MasterCard;Pre-Pago;Platinum;319687;166062;2357891;129224493;0;0;;
20191;VISA;Pre-Pago;Empresarial;432;239;2884;433587;0;0;;
20222;Elo;Credito;Empresarial;503594;282292;6130762;1716949054;7044;4667369;;
20222;MasterCard;Credito;Intermediario;80888972;46250336;882973540;76453203900;4216423;582218505;;
20234;Elo;Credito;Intermediario;6628801;2672051;52734134;6087248137;22626;2889511;;
20233;MasterCard;Credito;Premium;6197326;4621587;330267370;63568459727;7202596;3788745987;;
20182;Bandeira propria;Debito;Outros;1384472;428605;3838547;234642864;0;0;;
20182;Outras;Credito;Intermediario;7263;295;1891;310171;75;19317;;
20203;VISA;Credito;Basico Nacional;28800585;10438841;147435334;12892236971;145390;17345709;;
20233;American Express;Credito;Basico Nacional;40031;31757;740417;101984066;3807;1296760;;
20234;Bandeira propria;Credito;Basico Nacional;6942489;1501163;46278529;1144811681;0;0;;
20211;VISA;Debito;Basico Internacional;107063442;30436482;587188455;42235032394;26539;5420063;;
20212;Hipercard;Credito;Empresarial;1722;1098;8087;3830757;4;379;;
20214;MasterCard;Credito;Platinum;15463237;12846863;453386387;59975570354;3081224;806383367;;
20193;VISA;Pre-Pago;Platinum;174181;4094;0;0;183975;35533759;;
20201;American Express;Credito;Intermediario;795247;492970;12048230;1753203071;202753;78716009;;
20201;MasterCard;Pre-Pago;Outros;12572819;2772329;27419771;2162814432;394423;68959372;;
20181;American Express;Credito;Platinum;517412;414003;7162788;1382725611;579506;362863881;;
20231;MasterCard;Pre-Pago;Corporativo;3149041;1406831;15889208;647428352;107719;5166286;;
20183;Elo;Credito;Empresarial;392067;159991;3017900;611393187;0;0;;
20181;Bandeira propria;Pre-Pago;Outros;263460;70932;54620;1683211;51595;1621780;;
20191;MasterCard;Pre-Pago;Outros;11898610;2599132;25872907;1828149405;299096;44244716;;
20203;MasterCard;Credito;Corporativo;130216;72115;1469340;419215557;43372;70090961;;
20231;VISA;Credito;Outros;13084197;3593574;57092554;5126227624;176827;101928520;;
20212;VISA;Debito;Basico Nacional;10683782;5866816;137761534;9649512102;902;151035;;
20191;Elo;Credito;Platinum;9;6;59;2896;0;0;;
20191;American Express;Credito;Corporativo;130672;117605;2337022;1303821606;222858;206396110;;
20234;VISA;Credito;Intermediario;31999810;20460496;455559418;54200297323;1356371;280205532;;
20213;MasterCard;Pre-Pago;Basico Nacional;301240;222688;983223;186893296;5675;623352;;
20232;MasterCard;Credito;Outros;3231366;566528;12809193;818652967;4255;802120;;
20212;VISA;Pre-Pago;Basico Internacional;10016347;2293684;47957009;2277386073;192044;34592419;;
20223;Bandeira propria;Pre-Pago;Outros;693203;693202;710345997;1576127383;0;0;;
20232;VISA;Credito;Premium;6175241;4199785;242486020;46830604577;3971268;2221577319;;
20234;Elo;Pre-Pago;Intermediario;562537;0;296197;12327240;0;0;;
20191;MasterCard;Credito;Corporativo;124446;91365;2859761;945907383;178151;117869858;;
20194;MasterCard;Credito;Outros;16138764;5949082;80722417;7721613246;124310;17457306;;
20221;Outras;Debito;Outros;3494750;1881664;42471427;3930882759;0;0;;
20234;MasterCard;Credito;Basico Nacional;30274807;4915573;81814462;9051248390;70357;4857047;;
20183;Hipercard;Credito;Basico Nacional;4585116;3316963;58301141;7757931148;0;0;;
20213;Outras;Debito;Outros;3456113;1807797;42458780;3976732985;0;0;;
20222;VISA;Debito;Platinum;1857819;1108246;40943249;3801196501;522;113435;;
20204;MasterCard;Credito;Corporativo;139598;73623;1972942;618615968;110924;83570215;;
20231;American Express;Credito;Platinum;594169;486850;16909454;4634534699;450567;487537232;;
20234;Bandeira propria;Credito;Intermediario;25725;13236;2380119;671299451;0;0;;
20234;American Express;Credito;Corporativo;64609;46352;1199562;1053343512;91767;121483312;;
20202;MasterCard;Pre-Pago;Platinum;413543;174214;1781666;115164638;0;0;;
20183;MasterCard;Credito;Basico Nacional;31317015;11905511;177576975;17951966782;27688;2056070;;
20232;MasterCard;Pre-Pago;Basico Internacional;125319;18926;81732;3500070;2;0;;
20204;MasterCard;Pre-Pago;Outros;14632842;2830513;31291426;2074268484;232500;34774229;;
20233;VISA;Debito;Platinum;2046522;1210516;48620389;4179431123;1040;189376;;
20213;MasterCard;Debito;Basico Nacional;607829;414243;10634655;829464734;15;5675;;
20232;VISA;Debito;Empresarial;2505606;880795;19735442;2439049675;2763;649510;;
20194;Outras;Credito;Outros;935791;216850;223481;42016869;1;73;;
20222;MasterCard;Pre-Pago;Empresarial;1099145;394646;15687529;973697833;0;0;;
20201;MasterCard;Debito;Premium;290653;130291;1987953;200062492;3184;1460949;;
20201;MasterCard;Pre-Pago;Basico Internacional;177295;8137;200810;16843898;39000;7415691;;
20183;MasterCard;Credito;Premium;1312743;1067297;72444082;13609858825;3462873;1691334516;;
20192;MasterCard;Credito;Outros;15418718;5488174;71335274;6349470955;113642;15250862;;
20222;MasterCard;Debito;Corporativo;629;355;123763;11634811;20;7445;;
20193;VISA;Credito;Platinum;5220486;3684225;197766699;24382137094;3549923;1049765039;;
20231;Outras;Credito;Outros;101014;83496;40773;14185080;2;3747;;
20193;VISA;Debito;Premium;459058;247693;7004579;672525510;386;84160;;
20213;VISA;Pre-Pago;Corporativo;863905;92713;3023686;292599583;108802;34429138;;
20224;MasterCard;Debito;Intermediario;34934549;20812157;327956030;11281211460;410;105137;;
20203;Elo;Credito;Corporativo;24434;13697;38170;131516575;73;110208;;
20191;Elo;Credito;Intermediario;14;9;82;8889;3;3351;;
20211;MasterCard;Pre-Pago;Premium;9;5;35;6570;0;0;;
20202;Hipercard;Credito;Empresarial;1947;1302;6708;5231053;1;0;;
20204;Bandeira propria;Credito;Basico Nacional;4310931;1030624;3036987;290468948;0;0;;
20202;Elo;Credito;Corporativo;24501;13951;28837;112785976;49;207035;;
20231;Elo;Pre-Pago;Outros;20760500;2894275;16295723;745056947;265;101675;;
20234;MasterCard;Pre-Pago;Intermediario;55774447;30670981;1339872030;48898934454;1;0;;
20231;Elo;Credito;Basico Internacional;5238469;2726610;52775154;9351868237;67466;35474535;;
20233;VISA;Debito;Empresarial;2601382;880145;22579892;2673685214;3382;794480;;
20194;VISA;Debito;Outros;78;16;85;1846;0;0;;
20221;MasterCard;Pre-Pago;Premium;94947;50857;974849;63743274;0;0;;
20192;MasterCard;Debito;Premium;249989;134428;2478082;266797267;60704;25661569;;
20214;MasterCard;Credito;Basico Internacional;53759716;19873921;269679890;25559888318;841473;168568281;;
20214;VISA;Credito;Corporativo;541293;281725;4415556;1972336346;133191;174789973;;
20213;VISA;Debito;Outros;687;344;6601;379948;0;0;;
20223;VISA;Credito;Premium;4188275;3153361;174980185;35476402324;3172631;1940596656;;
20192;Outras;Credito;Outros;975922;239338;243656;46104015;89;15953;;
20214;VISA;Credito;Intermediario;30107975;20194853;400589999;47585743510;1026515;236769941;;
20204;Outras;Credito;Intermediario;7766;6710;57043;10090034;118;58099;;
20202;American Express;Credito;Intermediario;515643;317685;6843436;1063460609;9083;3696690;;
20203;Elo;Credito;Empresarial;462185;208126;4180219;980110414;5785;2817142;;
20202;VISA;Pre-Pago;Basico Internacional;8325911;385717;1495273;106989715;1403197;185534060;;
20183;Bandeira propria;Credito;Outros;584442;156045;2129159;198790093;0;0;;
20221;Bandeira propria;Debito;Outros;25300;8769;36834;5935548;0;0;;
20201;VISA;Credito;Basico Nacional;22136095;10131027;153218541;12727401013;183565;22854371;;
20231;MasterCard;Credito;Outros;23582853;5540899;88286697;9826476510;99577;16613469;;
20213;American Express;Credito;Empresarial;21590;16256;472011;260144764;17014;23845820;;
20214;Elo;Credito;Outros;1494073;1012011;9283905;1810440035;13122;8968292;;
20222;VISA;Debito;Premium;655811;353701;11014610;1135035906;384;84063;;
20223;MasterCard;Credito;Basico Nacional;24375738;5790688;76254953;7850962873;83106;2711787;;
20232;Elo;Credito;Intermediario;5888365;1830507;45701167;5142941790;17529;2189062;;
20203;VISA;Debito;Basico Nacional;8784075;4891056;107703460;7742067373;494;85684;;
20182;Elo;Pre-Pago;Outros;1522869;1113727;8444300;295829447;0;0;;
20224;VISA;Debito;Basico Internacional;177328678;46049046;1147001626;75967961770;22575;4629875;;
20233;Elo;Credito;Basico Internacional;4425892;2531235;51379719;8823510783;60649;25917110;;
20204;Elo;Debito;Basico Nacional;42703523;17004261;437168088;28948444336;0;0;;
20192;Elo;Pre-Pago;Outros;2218245;1656172;13205082;494609037;92;3913;;
20221;MasterCard;Credito;Intermediario;95287054;61858973;1085973383;106876803059;4228086;593363732;;
20202;VISA;Credito;Premium;1262477;959771;46680043;8594061916;300507;133933091;;
20223;VISA;Debito;Platinum;1907456;1142782;43231220;3953504368;761;126545;;
20193;VISA;Debito;Outros;19;4;4;459;0;0;;
20214;MasterCard;Pre-Pago;Intermediario;28840289;17479661;589234892;22805476310;0;0;;
20233;VISA;Credito;Empresarial;3581523;2239782;42906657;13029164170;480793;394734484;;
20204;VISA;Credito;Basico Nacional;29754677;10973007;178195722;15901388667;151061;19737186;;
20183;MasterCard;Pre-Pago;Basico Internacional;81336;75346;64307;14428599;79863;33114393;;
20221;VISA;Credito;Basico Internacional;34741795;18487012;266492275;28067283591;685643;137538810;;
20214;VISA;Pre-Pago;Basico Internacional;11879359;3358185;69564525;3364006794;385417;72931636;;
20204;Bandeira propria;Debito;Outros;1033417;384728;5182151;410556026;0;0;;
20191;VISA;Debito;Premium;398266;219177;5700293;563416706;467;109348;;
20221;Bandeira propria;Credito;Outros;19068626;4794980;14381286;2075414344;0;0;;
20212;MasterCard;Debito;Basico Nacional;610839;418200;9834918;775288217;15;6093;;
20183;Elo;Debito;Outros;54279234;20761084;259293111;15020351145;0;0;;
20184;MasterCard;Debito;Outros;130929;27839;358876;26173793;76;22465;;
20182;VISA;Pre-Pago;Basico Nacional;1306907;153053;274400;466940934;0;0;;
20224;MasterCard;Pre-Pago;Outros;19516354;2478557;35540446;1822007724;89193;13551763;;
20222;MasterCard;Debito;Premium;423540;264132;4940229;408668562;1085;599584;;
20194;Elo;Credito;Platinum;8230;4846;101717;26639492;262;86258;;
20191;VISA;Pre-Pago;Outros;4085051;3023122;2321005;267799558;66430;20306721;;
20181;VISA;Credito;Intermediario;5918077;4445230;132971095;15965946654;2425253;602638269;;
20192;Bandeira propria;Debito;Outros;1398725;389630;4110880;254159856;0;0;;
20184;Elo;Credito;Basico Nacional;4696491;2352476;50343294;4150619058;56776;18542430;;
20203;VISA;Credito;Intermediario;11656474;8237861;179986036;23252039720;601063;123556556;;
20194;MasterCard;Debito;Basico Internacional;116334931;41336436;1268923821;76718721047;168303;42116855;;
20193;Outras;Debito;Outros;3448066;1806060;41480985;3343563722;0;0;;
20194;Bandeira propria;Pre-Pago;Outros;420791;272731;43688573;1792267450;0;0;;
20192;Elo;Debito;Empresarial;542876;239382;5318533;629358185;0;0;;
20193;Outras;Credito;Outros;970635;230141;232928;42897273;41;7696;;
20204;MasterCard;Debito;Basico Internacional;121148921;41430518;1266048299;88780991495;45749;14469860;;
20223;Elo;Debito;Empresarial;1009315;366055;8409745;1252153291;0;0;;
20211;VISA;Credito;Intermediario;16164816;10708426;230787322;28052183381;642253;131835594;;
20203;Bandeira propria;Debito;Outros;1038070;412810;4319667;335271880;0;0;;
20204;Elo;Credito;Basico Internacional;4977060;2483083;37094650;5010227732;28400;12880519;;
20232;MasterCard;Pre-Pago;Empresarial;2903542;760364;30675859;1910292128;12004;2054186;;
20203;American Express;Credito;Intermediario;611362;342225;6848961;1163166557;60202;21145446;;
20212;MasterCard;Debito;Platinum;839380;374170;7642209;719258023;496;189849;;
20203;VISA;Pre-Pago;Outros;9826574;5028828;45464298;2587398574;102697;14158143;;
20211;VISA;Debito;Intermediario;2265079;1385961;44069797;3772655423;363;77449;;
20234;MasterCard;Debito;Platinum;889659;451976;15914797;1192579848;4495;2077769;;
20223;MasterCard;Pre-Pago;Premium;120712;67496;1654770;106705751;0;0;;
20211;VISA;Debito;Empresarial;1542090;628122;19373465;2523379827;1223;422928;;
20224;VISA;Debito;Outros;1346;159;11407;632612;0;0;;
20192;MasterCard;Debito;Basico Internacional;113372265;43323119;1040123295;60535165263;170462;36020331;;
20221;Elo;Debito;Empresarial;954135;369670;8102279;1152982520;0;0;;
20202;MasterCard;Credito;Platinum;7542416;6173952;157544404;22295108116;1304010;275965350;;
20234;VISA;Credito;Outros;10417050;4138804;57412662;7021806746;281657;145346128;;
20232;VISA;Debito;Outros;2327;315;16183;752625;0;0;;
20204;Elo;Credito;Basico Nacional;4158451;2189038;56913257;5663365487;20952;6542639;;
20234;Elo;Pre-Pago;Premium;5657;0;929;60128;0;0;;
20211;Elo;Credito;Intermediario;3487775;1746652;26579524;2733194459;9603;1396118;;
20192;VISA;Debito;Basico Internacional;104745684;29473263;557766600;36550970603;68764;8439739;;
20201;MasterCard;Debito;Platinum;872636;425456;9139759;760150787;2690;859171;;
20204;VISA;Pre-Pago;Basico Internacional;8583555;1583875;29890389;1558872907;564468;82783110;;
20192;MasterCard;Credito;Corporativo;129091;93803;3501347;1151665276;262872;150216587;;
20202;MasterCard;Debito;Basico Internacional;79962618;22325596;469058601;30796593539;15418;2641402;;
20181;MasterCard;Credito;Corporativo;111649;60907;1792258;675926691;134796;83327935;;
20234;MasterCard;Pre-Pago;Basico Nacional;2118288;135686;848492;5812353;4527;46275;;
20181;VISA;Debito;Basico Internacional;114765863;28611097;557301224;35555642080;133706;13378996;;
20184;MasterCard;Debito;Platinum;813062;471187;12086077;993704515;5265;1673798;;
20213;MasterCard;Debito;Basico Internacional;44391298;18614809;606390215;39981215573;41259;12097828;;
20212;MasterCard;Pre-Pago;Outros;19494398;5066675;27434693;1612109822;185146;28749390;;
20194;American Express;Credito;Empresarial;19879;13314;567059;254109093;31233;32611115;;
20191;Elo;Debito;Basico Nacional;11515179;5187788;96443720;5867665601;0;0;;
20192;VISA;Pre-Pago;Platinum;170447;4092;0;0;142109;27617555;;
20222;American Express;Credito;Intermediario;432175;328062;8998150;1585286133;74297;38066066;;
20182;Elo;Debito;Basico Nacional;10197508;4552124;79679907;4782388461;0;0;;
20181;MasterCard;Debito;Basico Internacional;107059364;38295289;842807530;49829867256;140330;32870791;;
20234;VISA;Debito;Intermediario;10324423;5291865;150259933;9039098725;1671;267613;;
20212;Elo;Credito;Platinum;58617;49296;1264700;199448786;1239;301127;;
20223;Elo;Debito;Basico Nacional;43253416;16765102;422333752;26306231354;0;0;;
20222;Outras;Debito;Outros;3467849;1879740;43138415;4188472410;0;0;;
20214;American Express;Credito;Corporativo;79824;60357;761439;374671194;31333;71927524;;
20224;MasterCard;Debito;Empresarial;1946405;675311;14561768;1028656288;67;55464;;
20231;MasterCard;Pre-Pago;Premium;193063;94851;2451507;153629772;0;0;;
20191;MasterCard;Credito;Basico Internacional;21748906;14094232;249001800;23588059870;1753742;291568581;;
20223;MasterCard;Debito;Basico Internacional;46169726;17920825;510931897;35413374502;55806;17833247;;
20211;Outras;Credito;Intermediario;29686;19524;96658;14846124;47;32914;;
20222;Elo;Credito;Basico Nacional;3057908;1977552;61626365;6997766555;41871;18439494;;
20234;VISA;Credito;Basico Nacional;22592647;10567874;220084964;21691092949;279820;45018374;;
20191;Bandeira propria;Credito;Outros;4581875;2377922;5826192;448254674;13;205;;
20191;MasterCard;Debito;Intermediario;1732462;520077;13946405;781096361;1215;280975;;
20234;MasterCard;Pre-Pago;Empresarial;3341757;854873;38080228;2301709066;8759;1562671;;
20184;Elo;Credito;Basico Internacional;1570499;701832;12604465;1402423823;59133;20067336;;
20193;MasterCard;Debito;Basico Nacional;957434;505361;12678634;814945863;79;19389;;
20191;VISA;Credito;Outros;4185334;400838;7023536;918597707;40858;24639434;;
20191;American Express;Credito;Platinum;487289;392051;12396392;2959365564;686334;474311548;;
20202;Bandeira propria;Pre-Pago;Outros;424014;283751;404418462;1328113111;0;0;;
20183;VISA;Debito;Basico Nacional;4867475;2588693;57720585;3747266827;179;21995;;
20192;VISA;Credito;Empresarial;1105008;721044;16622651;4092860320;432957;292266844;;
20201;MasterCard;Debito;Empresarial;668464;164463;2881831;221129534;136;78955;;
20192;VISA;Pre-Pago;Outros;4180750;3029736;2103689;248892948;80030;24166889;;
20192;VISA;Debito;Empresarial;1108914;501392;13916242;1902664351;1560;424932;;
20212;VISA;Pre-Pago;Empresarial;3059;1827;30722;3755727;0;0;;
20222;Elo;Credito;Corporativo;23637;11328;68190;112845441;725;299052;;
20193;MasterCard;Credito;Outros;15926059;5700287;75539796;6808639577;123615;17032287;;
20213;MasterCard;Credito;Empresarial;3923070;2165451;32379223;8002718575;380557;242147100;;
20214;VISA;Credito;Platinum;9031239;6543343;263253690;41549743917;1713279;668518793;;
20194;Elo;Debito;Outros;66293130;34164285;503376517;28310131928;0;0;;
20233;VISA;Debito;Premium;802463;445542;14857456;1395511579;679;167956;;
20191;Elo;Debito;Basico Internacional;26252927;8163636;205917823;10977143734;0;0;;
20232;VISA;Pre-Pago;Corporativo;809572;105933;4049559;453078998;398557;117486777;;
20182;VISA;Debito;Intermediario;1243888;833656;24301975;1762010046;479;74664;;
20184;VISA;Pre-Pago;Platinum;166203;4655;0;0;157917;32927207;;
20232;Elo;Pre-Pago;Outros;57320432;4462341;15829794;707240835;15;334;;
20193;VISA;Pre-Pago;Empresarial;974;711;12481;1075869;3;550;;
20203;American Express;Credito;Platinum;1435;1435;1435;288741;3;796;;
20202;VISA;Credito;Outros;4869793;763413;8842941;1100111269;32921;6419076;;
20224;American Express;Credito;Corporativo;72604;54156;1183967;1006081435;97024;141684739;;
20181;VISA;Pre-Pago;Basico Nacional;1322198;145916;236221;413373387;0;0;;
20234;Elo;Debito;Empresarial;979821;417472;9631656;1296645106;0;0;;
20232;MasterCard;Pre-Pago;Platinum;6535076;3171182;92374564;4286878810;0;0;;
20181;MasterCard;Pre-Pago;Platinum;140243;4013;0;0;174217;33498581;;
20191;VISA;Pre-Pago;Corporativo;305682;110124;2033348;172469151;1747041;245777150;;
20234;Hipercard;Credito;Intermediario;399;16;80;10388;1;0;;
20184;MasterCard;Credito;Platinum;5418521;4289165;180147921;24170666995;3217183;929569535;;
20182;Elo;Credito;Corporativo;23123;14109;19276;115741736;369;142469;;
20182;VISA;Pre-Pago;Basico Internacional;300587;268600;175516;31879841;585394;204406856;;
20211;MasterCard;Credito;Basico Internacional;27397219;10447250;165582432;16120725993;535013;106205313;;
20183;VISA;Pre-Pago;Basico Nacional;1307869;155206;286643;622781588;0;0;;
20194;MasterCard;Credito;Premium;2042982;1619626;125711082;23122204139;4489752;2082264768;;
20193;Bandeira propria;Credito;Outros;9408464;5956662;15121005;1974059529;4;1663;;
20191;MasterCard;Debito;Corporativo;4637;969;33232;2383057;0;0;;
20203;MasterCard;Pre-Pago;Basico Internacional;161524;3844;102665;10054607;13846;2651863;;
20202;VISA;Pre-Pago;Basico Nacional;1991704;298723;1460321;802326784;203;140847;;
20223;American Express;Credito;Platinum;4713;4091;123614;31758641;3399;2751662;;
20224;Elo;Credito;Empresarial;516056;311457;6474656;1867319339;8075;5690187;;
20231;VISA;Pre-Pago;Empresarial;6012;2504;43976;5733549;0;0;;
20194;Elo;Pre-Pago;Outros;4275153;2206113;18387707;733367406;101;6698;;
20223;VISA;Credito;Basico Nacional;23821985;11800951;224460147;21176856278;240581;43658045;;
20214;Elo;Credito;Corporativo;23769;12051;57961;119311950;148;172274;;
20234;Outras;Debito;Outros;3534435;1686339;43651927;4243020290;0;0;;
20184;VISA;Debito;Empresarial;1049638;515839;14157476;1810683178;1210;344509;;
20233;MasterCard;Pre-Pago;Platinum;7178040;3367377;101269374;4687041865;0;0;;
20183;MasterCard;Pre-Pago;Basico Nacional;7390;3743;144650;5789145;0;0;;
20204;MasterCard;Pre-Pago;Empresarial;92283;43756;796846;58334316;0;0;;
20201;VISA;Debito;Platinum;1792967;1129668;38048746;3205279154;921;155436;;
20184;American Express;Credito;Platinum;491859;399085;4260778;855588197;172763;96662221;;
20193;MasterCard;Debito;Intermediario;2971341;830085;22604012;1123904123;989;253661;;
20231;MasterCard;Debito;Basico Internacional;47908927;17374885;506151713;34087147622;51594;15124645;;
20211;MasterCard;Debito;Empresarial;1136150;351881;8585920;641504114;50;24414;;
20233;VISA;Pre-Pago;Corporativo;982415;101016;4044890;447884163;423824;118276407;;
20193;MasterCard;Credito;Empresarial;1760599;1256896;18022680;4147786168;384601;220042569;;
20214;MasterCard;Pre-Pago;Outros;17556136;3350888;28125577;1654036410;175645;30143935;;
20223;Hipercard;Credito;Empresarial;1530;915;7924;4327977;1;0;;
20222;Elo;Pre-Pago;Outros;46226107;4890687;24137995;1085138185;144;46732;;
20231;Elo;Debito;Basico Internacional;33555339;11109331;306697350;17441848077;0;0;;
20224;Elo;Credito;Outros;7319330;3521048;54814970;7792782443;79505;44279487;;
20191;VISA;Credito;Empresarial;1063500;711066;15153019;3861097365;399859;263652116;;
20181;MasterCard;Credito;Intermediario;12818988;9163463;206483429;22250525754;2651211;580456864;;
20213;Elo;Credito;Outros;960118;754519;7300920;1400234025;9227;7083144;;
20233;Elo;Credito;Premium;217198;201873;7456533;1461812699;19982;9800385;;
20204;VISA;Pre-Pago;Empresarial;2499;1594;28099;3034353;0;0;;
20201;Elo;Credito;Corporativo;25057;14393;36725;107512874;368;382922;;
20194;MasterCard;Debito;Premium;219540;114595;2161971;221259850;3695;1480464;;
20181;Elo;Credito;Basico Nacional;4978408;2285008;37589536;2993242620;38446;12074798;;
20184;Diners Club;Credito;Intermediario;156777;143505;2768009;443518146;35075;12708123;;
20184;VISA;Debito;Basico Nacional;5241925;2746348;71165950;4643132775;373;51609;;
20222;Bandeira propria;Credito;Basico Nacional;28189;1611;2980;341503;0;0;;
20193;MasterCard;Debito;Empresarial;426595;99472;2767129;221206604;206;109088;;
20183;Diners Club;Credito;Intermediario;163119;149317;2869423;464173147;39772;14581420;;
20202;VISA;Debito;Premium;527788;281501;4088836;487338865;26;5515;;
20204;American Express;Credito;Empresarial;22349;16353;446921;227174558;14951;23670132;;
20234;Elo;Credito;Basico Internacional;4226091;2343141;49915459;8618416177;67247;29286584;;
20203;MasterCard;Debito;Basico Internacional;82046470;23256541;587841450;40727561664;17544;3204612;;
20231;MasterCard;Debito;Platinum;983393;626048;16490104;1227711013;5250;2373911;;
20233;VISA;Pre-Pago;Outros;39209740;12499846;131500546;6029742790;154502;22821600;;
20202;Elo;Credito;Premium;24841;22240;663004;124132608;822;540998;;
20233;VISA;Credito;Outros;9611676;3957395;53512966;5814392370;269393;139565343;;
20212;Elo;Pre-Pago;Outros;11417298;3589849;24321576;1115234181;77;7498;;
20224;MasterCard;Debito;Basico Nacional;470295;346920;11046033;873913530;23;13275;;
20233;MasterCard;Debito;Empresarial;2190915;692544;14482146;940794061;13;4419;;
20213;Outras;Credito;Outros;174227;101247;78985;20887550;0;0;;
20202;MasterCard;Credito;Outros;15416352;5336429;46844539;4584922025;92246;9044481;;
20182;VISA;Credito;Outros;4148315;417561;6526707;779009710;24713;5696860;;
20221;MasterCard;Credito;Empresarial;5049286;2850423;36813245;9356395897;438816;290291481;;
20233;MasterCard;Pre-Pago;Corporativo;1957055;1285594;5171654;68941768;76263;372989;;
20194;American Express;Credito;Platinum;472201;382135;11773038;2822928641;597645;418185758;;
20224;MasterCard;Debito;Basico Internacional;127781820;48549715;1220376732;81463895848;91356;24540394;;
20182;Diners Club;Credito;Intermediario;168728;154837;2928632;471173618;44289;16328862;;
20213;MasterCard;Pre-Pago;Outros;16601986;3974159;27295217;1531567671;179320;28392754;;
20224;American Express;Credito;Platinum;592528;477350;16898468;4746836228;437143;435983978;;
20213;Elo;Debito;Basico Nacional;190446455;67003336;943992770;57773643218;0;0;;
20213;MasterCard;Pre-Pago;Basico Internacional;64;19;154;2576;0;0;;
20224;Elo;Debito;Basico Nacional;10723371;5327660;102265252;7736736576;0;0;;
20203;Hipercard;Credito;Intermediario;29495;25223;4989505;789087465;1;821;;
20233;Elo;Debito;Basico Internacional;668149;563231;2310800;134447654;0;0;;
20211;VISA;Credito;Basico Internacional;23795543;12687070;219453791;21913714960;587336;92384682;;
20203;VISA;Pre-Pago;Empresarial;2192;1328;21720;2252169;0;0;;
20184;VISA;Credito;Basico Internacional;19993806;12852175;242329197;22404818534;1672867;281839869;;
20204;VISA;Pre-Pago;Basico Nacional;2853824;441923;2353099;1190778300;43;22574;;
20214;MasterCard;Debito;Outros;630093;184003;2727605;131139634;528;196665;;
20223;MasterCard;Credito;Outros;21409767;6646896;80557379;8942338753;90669;15327964;;
20224;VISA;Credito;Platinum;14916924;11308102;402312107;58962261315;2766653;989696027;;
20181;Elo;Credito;Corporativo;22359;13844;16021;108765421;338;164654;;
20214;Elo;Debito;Empresarial;952733;375217;8909985;1299847892;0;0;;
20194;Elo;Credito;Basico Nacional;4532668;2462719;61802545;5295953496;83421;27777773;;
20224;Elo;Credito;Basico Internacional;4526101;2670266;50786605;9354226407;71360;35200292;;
20194;VISA;Credito;Outros;4351493;459206;8781143;1203752548;48456;34457922;;
20183;VISA;Debito;Premium;362831;199795;5244440;523250053;430;105721;;
20184;MasterCard;Debito;Basico Internacional;110452142;41627616;1066892670;64324575999;157132;37191131;;
20204;VISA;Credito;Intermediario;11987477;7634711;196941784;25801838778;774065;198718973;;
20182;MasterCard;Debito;Intermediario;604978;301669;7186352;525114884;1086;258816;;
20213;VISA;Credito;Basico Nacional;24850699;11548224;202735368;17618179186;169010;24333009;;
20213;MasterCard;Credito;Outros;18330248;6299101;77667820;7990023727;100827;14019991;;
20213;VISA;Pre-Pago;Basico Nacional;5364706;1125609;10243049;1831563264;90;43865;;
20212;VISA;Debito;Empresarial;1567426;639333;19725677;2560014307;1229;433701;;
20201;VISA;Debito;Outros;338;97;254;55050;0;0;;
20192;VISA;Credito;Premium;891338;679777;52411459;8753092356;1792478;841111337;;
20224;MasterCard;Pre-Pago;Basico Internacional;153289;107868;453028;33776979;1631;58704;;
20211;MasterCard;Debito;Intermediario;55024402;35952526;594022420;37347292656;14076;3498376;;
20222;VISA;Debito;Intermediario;4028332;1290118;38435423;3148117479;199;44355;;
20192;MasterCard;Credito;Basico Internacional;22996692;14707519;278275690;25578298379;1747612;293020776;;
20191;VISA;Pre-Pago;Platinum;169331;3873;0;0;167132;33230274;;
20222;American Express;Credito;Outros;131;116;6238;5409978;731;2403231;;
20224;Elo;Pre-Pago;Outros;51464927;4447200;20816244;958312280;202;71535;;
20211;Elo;Debito;Basico Nacional;204691343;81049998;947102111;59296968333;0;0;;
20201;VISA;Credito;Basico Internacional;21879460;13504239;221242630;19704622930;1210942;195402385;;
20214;MasterCard;Credito;Intermediario;88927582;58155459;1096623143;111344051277;4118862;585075783;;
20192;Elo;Credito;Corporativo;25013;14662;28014;106753369;181;45029;;
20224;MasterCard;Credito;Basico Nacional;29698673;10895232;174541857;22414990885;78279;2527216;;
20194;Elo;Credito;Empresarial;423529;185394;4222478;905073781;2985;2041925;;
20201;Hipercard;Credito;Empresarial;2002;1462;10936;5571695;1;0;;
20214;VISA;Credito;Basico Nacional;24280688;11665015;225580878;19988268903;190919;32514512;;
20224;VISA;Debito;Intermediario;4541047;1497640;44585291;3590879900;368;46290;;
